Goods code;Add code;Order No.;Origin code;Meas. type code;Meas. cond;Sequence;Certificate;Cond. amount;Mon. unit;Meas. unit;Meas. unit qual;Meas. action
0302540000;;;1006;142;B;2;;;;;;07
0302540000;;;IL;142;Y;1;Y864;;;;;27
0302540000;;;IL;142;Y;3;;;;;;07
0302541100;;;2012;142;B;1;Y021;;;;;27
0302541100;;;2012;142;B;2;;;;;;07
0302541500;;;2012;142;B;1;Y021;;;;;27
0302541500;;;2012;142;B;2;;;;;;07
0302541900;;;2012;142;B;1;Y021;;;;;27
0302541900;;;2012;142;B;2;;;;;;07
0302549000;;;2012;142;B;1;Y021;;;;;27
0302549000;;;2012;142;B;2;;;;;;07
0302550000;;;1006;142;B;1;U088;;;;;27
0302550000;;;1006;142;B;2;;;;;;07
0302550000;;;2012;142;B;1;Y021;;;;;27
0302550000;;;2012;142;B;2;;;;;;07
0302550000;;;IL;142;Y;1;Y864;;;;;27
0302550000;;;IL;142;Y;3;;;;;;07
0302560000;;;1006;142;B;1;U088;;;;;27
0302560000;;;1006;142;B;2;;;;;;07
0302560000;;;2012;142;B;1;Y021;;;;;27
0302560000;;;2012;142;B;2;;;;;;07
0302560000;;;IL;142;Y;1;Y864;;;;;27
0302560000;;;IL;142;Y;3;;;;;;07
0302590000;;;1006;142;B;1;U088;;;;;27
0302590000;;;1006;142;B;2;;;;;;07
0302590000;;;IL;142;Y;1;Y864;;;;;27
0302590000;;;IL;142;Y;3;;;;;;07
0302591000;;;2012;142;B;1;Y021;;;;;27
0302591000;;;2012;142;B;2;;;;;;07
0302591010;;092759;1011;123;B;1;N990;;;;;27
0302591010;;092759;1011;123;B;2;;;;;;08
0302592000;;;2012;142;B;1;Y021;;;;;27
0302592000;;;2012;142;B;2;;;;;;07
0302593000;;;2012;142;B;1;Y021;;;;;27
0302593000;;;2012;142;B;2;;;;;;07
0302594000;;;2012;142;B;1;Y021;;;;;27
0302594000;;;2012;142;B;2;;;;;;07
0302599000;;;2012;142;B;1;Y021;;;;;27
0302599000;;;2012;142;B;2;;;;;;07
0302710000;;;1006;142;B;1;U088;;;;;27
0302710000;;;1006;142;B;2;;;;;;07
0302710000;;;2012;142;B;1;Y021;;;;;27
0302710000;;;2012;142;B;2;;;;;;07
0302710000;;;IL;142;Y;1;Y864;;;;;27
0302710000;;;IL;142;Y;3;;;;;;07
0302720000;;;1006;142;B;1;U088;;;;;27
0302720000;;;1006;142;B;2;;;;;;07
0302720000;;;2012;142;B;1;Y021;;;;;27
0302720000;;;2012;142;B;2;;;;;;07
0302720000;;;IL;142;Y;1;Y864;;;;;27
0302720000;;;IL;142;Y;3;;;;;;07
0302730000;;;1006;142;B;1;U088;;;;;27
0302730000;;;1006;142;B;2;;;;;;07
0302730000;;;2012;142;B;1;Y021;;;;;27
0302730000;;;2012;142;B;2;;;;;;07
0302730000;;;IL;142;Y;1;Y864;;;;;27
0302730000;;;IL;142;Y;3;;;;;;07
0302790000;;;1006;142;B;1;U088;;;;;27
0302790000;;;1006;142;B;2;;;;;;07
0302790000;;;2012;142;B;1;Y021;;;;;27
0302790000;;;2012;142;B;2;;;;;;07
0302790000;;;IL;142;Y;1;Y864;;;;;27
0302790000;;;IL;142;Y;3;;;;;;07
0302810000;;;1006;142;B;1;U088;;;;;27
0302810000;;;1006;142;B;2;;;;;;07
0302810000;;;IL;142;Y;1;Y864;;;;;27
0302810000;;;IL;142;Y;3;;;;;;07
0302811500;;;2012;142;B;1;Y021;;;;;27
0302811500;;;2012;142;B;2;;;;;;07
0302813000;;;2012;142;B;1;Y021;;;;;27
0302813000;;;2012;142;B;2;;;;;;07
0302814000;;;2012;142;B;1;Y021;;;;;27
0302814000;;;2012;142;B;2;;;;;;07
0302815000;;;2012;142;B;1;Y021;;;;;27
0302815000;;;2012;142;B;2;;;;;;07
0302817000;;;2012;142;B;1;Y021;;;;;27
0302817000;;;2012;142;B;2;;;;;;07
0302820000;;;1006;142;B;1;U088;;;;;27
0302820000;;;1006;142;B;2;;;;;;07
0302820000;;;2012;142;B;1;Y021;;;;;27
0302820000;;;2012;142;B;2;;;;;;07
0302820000;;;IL;142;Y;1;Y864;;;;;27
0302820000;;;IL;142;Y;3;;;;;;07
0302830000;;;1006;142;B;1;U088;;;;;27
0302830000;;;1006;142;B;2;;;;;;07
0302830000;;;2012;142;B;1;Y021;;;;;27
0302830000;;;2012;142;B;2;;;;;;07
0302830000;;;IL;142;Y;1;Y864;;;;;27
0302830000;;;IL;142;Y;3;;;;;;07
0302840000;;;1006;142;B;1;U088;;;;;27
0302840000;;;1006;142;B;2;;;;;;07
0302841000;;;2012;142;B;1;Y021;;;;;27
0302841000;;;2012;142;B;2;;;;;;07
0302849000;;;2012;142;B;1;Y021;;;;;27
0302849000;;;2012;142;B;2;;;;;;07
0302849000;;;IL;142;Y;1;Y864;;;;;27
0302849000;;;IL;142;Y;3;;;;;;07
0302850000;;;1006;142;B;1;U088;;;;;27
0302850000;;;1006;142;B;2;;;;;;07
0302851000;;;2012;142;B;1;Y021;;;;;27
0302851000;;;2012;142;B;2;;;;;;07
0302853000;;;2012;142;B;1;Y021;;;;;27
0302853000;;;2012;142;B;2;;;;;;07
0302859000;;;2012;142;B;1;Y021;;;;;27
0302859000;;;2012;142;B;2;;;;;;07
0302859000;;;IL;142;Y;1;Y864;;;;;27
0302859000;;;IL;142;Y;3;;;;;;07
0302890000;;;1006;142;B;1;U088;;;;;27
0302890000;;;1006;142;B;2;;;;;;07
0302891000;;;2012;142;B;1;Y021;;;;;27
0302891000;;;2012;142;B;2;;;;;;07
0302891000;;;IL;142;Y;1;Y864;;;;;27
0302891000;;;IL;142;Y;3;;;;;;07
0302892100;;090008;1008;123;B;1;N990;;;;;27
0302892100;;090008;1008;123;B;2;;;;;;08
0302892100;;;1011;105;B;1;N990;;;;;27
0302892100;;;1011;105;B;2;;;;;;08
0302892100;;;IL;142;Y;1;Y864;;;;;27
0302892100;;;IL;142;Y;3;;;;;;07
0302892900;;;2012;142;B;1;Y021;;;;;27
0302892900;;;2012;142;B;2;;;;;;07
0302892900;;;IL;142;Y;1;Y864;;;;;27
0302892900;;;IL;142;Y;3;;;;;;07
0302893100;;;2012;142;B;1;Y021;;;;;27
0302893100;;;2012;142;B;2;;;;;;07
0302893100;;;IL;142;Y;1;Y864;;;;;27
0302893100;;;IL;142;Y;3;;;;;;07
0302893100;;;IS;142;B;1;Y019;;;;;27
0302893100;;;IS;142;B;2;;;;;;07
0302893900;;;2012;142;B;1;Y021;;;;;27
0302893900;;;2012;142;B;2;;;;;;07
0302893900;;;IL;142;Y;1;Y864;;;;;27
0302893900;;;IL;142;Y;3;;;;;;07
0302893900;;;IS;142;B;1;Y019;;;;;27
0302893900;;;IS;142;B;2;;;;;;07
0302894000;;;2012;142;B;1;Y021;;;;;27
0302894000;;;2012;142;B;2;;;;;;07
0302894000;;;IL;142;Y;1;Y864;;;;;27
0302894000;;;IL;142;Y;3;;;;;;07
0302895000;;;2012;142;B;1;Y021;;;;;27
0302895000;;;2012;142;B;2;;;;;;07
0302895000;;;IL;142;Y;1;Y864;;;;;27
0302895000;;;IL;142;Y;3;;;;;;07
0302896000;;;2012;142;B;1;Y021;;;;;27
0302896000;;;2012;142;B;2;;;;;;07
0302896000;;;IL;142;Y;1;Y864;;;;;27
0302896000;;;IL;142;Y;3;;;;;;07
0302899000;;;2012;142;B;1;Y021;;;;;27
0302899000;;;2012;142;B;2;;;;;;07
0302899030;;092746;1011;123;B;1;N990;;;;;27
0302899030;;092746;1011;123;B;2;;;;;;08
0302899030;;;IL;142;Y;1;Y864;;;;;27
0302899030;;;IL;142;Y;3;;;;;;07
0302899040;;;IL;142;Y;1;Y864;;;;;27
0302899040;;;IL;142;Y;3;;;;;;07
0302899090;;;IL;142;Y;1;Y864;;;;;27
0302899090;;;IL;142;Y;3;;;;;;07
0302910000;;;1006;142;B;1;U088;;;;;27
0302910000;;;1006;142;B;2;;;;;;07
0302910000;;;IL;142;Y;1;Y864;;;;;27
0302910000;;;IL;142;Y;3;;;;;;07
0302910030;;;2012;142;B;1;Y021;;;;;27
0302910030;;;2012;142;B;2;;;;;;07
0302910030;;;IS;142;B;1;Y019;;;;;27
0302910030;;;IS;142;B;2;;;;;;07
0302910040;;;2012;142;B;1;Y021;;;;;27
0302910040;;;2012;142;B;2;;;;;;07
0302910040;;;IS;142;B;1;Y019;;;;;27
0302910040;;;IS;142;B;2;;;;;;07
0302910050;;;2012;142;B;1;Y021;;;;;27
0302910050;;;2012;142;B;2;;;;;;07
0302910050;;;IS;142;B;1;Y019;;;;;27
0302910050;;;IS;142;B;2;;;;;;07
0302910096;;092748;1011;123;B;1;N990;;;;;27
0302910096;;092748;1011;123;B;2;;;;;;08
0302910096;;;2012;142;B;1;Y021;;;;;27
0302910096;;;2012;142;B;2;;;;;;07
0302910096;;;IS;142;B;1;Y019;;;;;27
0302910096;;;IS;142;B;2;;;;;;07
0302910097;;;2012;142;B;1;Y021;;;;;27
0302910097;;;2012;142;B;2;;;;;;07
0302910097;;;IS;142;B;1;Y019;;;;;27
0302910097;;;IS;142;B;2;;;;;;07
0302920000;;;1006;142;B;1;U088;;;;;27
0302920000;;;1006;142;B;2;;;;;;07
0302920010;;;2012;142;B;1;Y021;;;;;27
0302920010;;;2012;142;B;2;;;;;;07
0302920020;;;2012;142;B;1;Y021;;;;;27
0302920020;;;2012;142;B;2;;;;;;07
0302920090;;;2012;142;B;1;Y021;;;;;27
0302920090;;;2012;142;B;2;;;;;;07
0302990000;;;1006;142;B;1;U088;;;;;27
0302990000;;;1006;142;B;2;;;;;;07
0302990000;;;IL;142;Y;1;Y864;;;;;27
0302990000;;;IL;142;Y;3;;;;;;07
0302990011;;;2012;142;B;1;Y021;;;;;27
0302990011;;;2012;142;B;2;;;;;;07
0302990019;;;2012;142;B;1;Y021;;;;;27
0302990019;;;2012;142;B;2;;;;;;07
0302990045;;;2012;142;B;1;Y021;;;;;27
0302990045;;;2012;142;B;2;;;;;;07
0302990050;;;2012;142;B;1;Y021;;;;;27
0302990050;;;2012;142;B;2;;;;;;07
0302990050;;;IS;142;B;1;Y019;;;;;27
0302990050;;;IS;142;B;2;;;;;;07
0302990060;;;2012;142;B;1;Y021;;;;;27
0302990060;;;2012;142;B;2;;;;;;07
0302990065;;;2012;142;B;1;Y021;;;;;27
0302990065;;;2012;142;B;2;;;;;;07
0302990071;;;2012;142;B;1;Y021;;;;;27
0302990071;;;2012;142;B;2;;;;;;07
0302990079;;;2012;142;B;1;Y021;;;;;27
0302990079;;;2012;142;B;2;;;;;;07
0302990080;;;2012;142;B;1;Y021;;;;;27
0302990080;;;2012;142;B;2;;;;;;07
0302990085;;;2012;142;B;1;Y021;;;;;27
0302990085;;;2012;142;B;2;;;;;;07
0302990090;;;2012;142;B;1;Y021;;;;;27
0302990090;;;2012;142;B;2;;;;;;07
0303110000;;;1006;142;B;1;U088;;;;;27
0303110000;;;1006;142;B;2;;;;;;07
0303110000;;;IL;142;Y;1;Y864;;;;;27
0303110000;;;IL;142;Y;3;;;;;;07
0303110020;;092822;1011;123;B;1;N990;;;;;27
0303110020;;092822;1011;123;B;2;;;;;;08
0303120000;;;1006;142;B;1;U088;;;;;27
0303120000;;;1006;142;B;2;;;;;;07
0303120000;;;IL;142;Y;1;Y864;;;;;27
0303120000;;;IL;142;Y;3;;;;;;07
0303120020;;092822;1011;123;B;1;N990;;;;;27
0303120020;;092822;1011;123;B;2;;;;;;08
0303130000;;;1006;142;B;1;U088;;;;;27
0303130000;;;1006;142;B;2;;;;;;07
0303130000;;;IL;142;Y;1;Y864;;;;;27
0303130000;;;IL;142;Y;3;;;;;;07
0303140000;;;1006;142;B;1;U088;;;;;27
0303140000;;;1006;142;B;2;;;;;;07
0303140000;;;IL;142;Y;1;Y864;;;;;27
0303140000;;;IL;142;Y;3;;;;;;07
0303141000;;;2012;142;B;1;Y021;;;;;27
0303141000;;;2012;142;B;2;;;;;;07
0303142000;;;2012;142;B;1;Y021;;;;;27
0303142000;;;2012;142;B;2;;;;;;07
0303149000;;;2012;142;B;1;Y021;;;;;27
0303149000;;;2012;142;B;2;;;;;;07
0303190000;;;1006;142;B;1;U088;;;;;27
0303190000;;;1006;142;B;2;;;;;;07
0303190000;;;2012;142;B;1;Y021;;;;;27
0303190000;;;2012;142;B;2;;;;;;07
0303190000;;;IL;142;Y;1;Y864;;;;;27
0303190000;;;IL;142;Y;3;;;;;;07
0303230000;;;1006;142;B;1;U088;;;;;27
0303230000;;;1006;142;B;2;;;;;;07
0303230000;;;2012;142;B;1;Y021;;;;;27
0303230000;;;2012;142;B;2;;;;;;07
0303230000;;;IL;142;Y;1;Y864;;;;;27
0303230000;;;IL;142;Y;3;;;;;;07
0303240000;;;1006;142;B;1;U088;;;;;27
0303240000;;;1006;142;B;2;;;;;;07
0303240000;;;2012;142;B;1;Y021;;;;;27
0303240000;;;2012;142;B;2;;;;;;07
0303240000;;;IL;142;Y;1;Y864;;;;;27
0303240000;;;IL;142;Y;3;;;;;;07
0303250000;;;1006;142;B;1;U088;;;;;27
0303250000;;;1006;142;B;2;;;;;;07
0303250000;;;2012;142;B;1;Y021;;;;;27
0303250000;;;2012;142;B;2;;;;;;07
0303250000;;;IL;142;Y;1;Y864;;;;;27
0303250000;;;IL;142;Y;3;;;;;;07
0303290000;;;1006;142;B;1;U088;;;;;27
0303290000;;;1006;142;B;2;;;;;;07
0303290000;;;2012;142;B;1;Y021;;;;;27
0303290000;;;2012;142;B;2;;;;;;07
0303290000;;;IL;142;Y;1;Y864;;;;;27
0303290000;;;IL;142;Y;3;;;;;;07
0303310000;;;1006;142;B;1;U088;;;;;27
0303310000;;;1006;142;B;2;;;;;;07
0303310000;;;IL;142;Y;1;Y864;;;;;27
0303310000;;;IL;142;Y;3;;;;;;07
0303311000;;;2012;142;B;1;Y021;;;;;27
0303311000;;;2012;142;B;2;;;;;;07
0303313000;;;2012;142;B;1;Y021;;;;;27
0303313000;;;2012;142;B;2;;;;;;07
0303319000;;;2012;142;B;1;Y021;;;;;27
0303319000;;;2012;142;B;2;;;;;;07
0303320000;;;1006;142;B;1;U088;;;;;27
0303320000;;;1006;142;B;2;;;;;;07
0303320000;;;2012;142;B;1;Y021;;;;;27
0303320000;;;2012;142;B;2;;;;;;07
0303320000;;;IL;142;Y;1;Y864;;;;;27
0303320000;;;IL;142;Y;3;;;;;;07
0303330000;;;1006;142;B;1;U088;;;;;27
0303330000;;;1006;142;B;2;;;;;;07
0303330000;;;2012;142;B;1;Y021;;;;;27
0303330000;;;2012;142;B;2;;;;;;07
0303330000;;;IL;142;Y;1;Y864;;;;;27
0303330000;;;IL;142;Y;3;;;;;;07
0303340000;;;1006;142;B;1;U088;;;;;27
0303340000;;;1006;142;B;2;;;;;;07
0303340000;;;2012;142;B;1;Y021;;;;;27
0303340000;;;2012;142;B;2;;;;;;07
0303340000;;;IL;142;Y;1;Y864;;;;;27
0303340000;;;IL;142;Y;3;;;;;;07
0303390000;;;1006;142;B;1;U088;;;;;27
0303390000;;;1006;142;B;2;;;;;;07
0303390000;;;IL;142;Y;1;Y864;;;;;27
0303390000;;;IL;142;Y;3;;;;;;07
0303391000;;;2012;142;B;1;Y021;;;;;27
0303391000;;;2012;142;B;2;;;;;;07
0303393000;;;2012;142;B;1;Y021;;;;;27
0303393000;;;2012;142;B;2;;;;;;07
0303395000;;;2012;142;B;1;Y021;;;;;27
0303395000;;;2012;142;B;2;;;;;;07
0303398500;;;2012;142;B;1;Y021;;;;;27
0303398500;;;2012;142;B;2;;;;;;07
0303398580;;092503;1011;123;B;1;N990;;;;;27
0303398580;;092503;1011;123;B;2;;;;;;08
0303410000;;;1006;142;B;1;U088;;;;;27
0303410000;;;1006;142;B;2;;;;;;07
0303410000;;;IL;142;Y;1;Y864;;;;;27
0303410000;;;IL;142;Y;3;;;;;;07
0303411000;;090008;1008;123;B;1;N990;;;;;27
0303411000;;090008;1008;123;B;2;;;;;;08
0303411000;;;1011;105;B;1;N990;;;;;27
0303411000;;;1011;105;B;2;;;;;;08
0303419000;;;2012;142;B;1;Y021;;;;;27
0303419000;;;2012;142;B;2;;;;;;07
0303420000;;;1006;142;B;1;U088;;;;;27
0303420000;;;1006;142;B;2;;;;;;07
0303420000;;;IL;142;Y;1;Y864;;;;;27
0303420000;;;IL;142;Y;3;;;;;;07
0303422000;;090008;1008;123;B;1;N990;;;;;27
0303422000;;090008;1008;123;B;2;;;;;;08
0303422000;;;1011;105;B;1;N990;;;;;27
0303422000;;;1011;105;B;2;;;;;;08
0303429000;;;2012;142;B;1;Y021;;;;;27
0303429000;;;2012;142;B;2;;;;;;07
0303430000;;;1006;142;B;1;U088;;;;;27
0303430000;;;1006;142;B;2;;;;;;07
0303430000;;;IL;142;Y;1;Y864;;;;;27
0303430000;;;IL;142;Y;3;;;;;;07
0303431000;;090008;1008;123;B;1;N990;;;;;27
0303431000;;090008;1008;123;B;2;;;;;;08
0303431000;;;1011;105;B;1;N990;;;;;27
0303431000;;;1011;105;B;2;;;;;;08
0303439000;;;2012;142;B;1;Y021;;;;;27
0303439000;;;2012;142;B;2;;;;;;07
0303440000;;;1006;142;B;1;U088;;;;;27
0303440000;;;1006;142;B;2;;;;;;07
0303440000;;;IL;142;Y;1;Y864;;;;;27
0303440000;;;IL;142;Y;3;;;;;;07
0303441000;;090008;1008;123;B;1;N990;;;;;27
0303441000;;090008;1008;123;B;2;;;;;;08
0303441000;;;1011;105;B;1;N990;;;;;27
0303441000;;;1011;105;B;2;;;;;;08
0303449000;;;2012;142;B;1;Y021;;;;;27
0303449000;;;2012;142;B;2;;;;;;07
0303450000;;;1006;142;B;1;U088;;;;;27
0303450000;;;1006;142;B;2;;;;;;07
0303450000;;;IL;142;Y;1;Y864;;;;;27
0303450000;;;IL;142;Y;3;;;;;;07
0303451200;;090008;1008;123;B;1;N990;;;;;27
0303451200;;090008;1008;123;B;2;;;;;;08
0303451200;;;1011;105;B;1;N990;;;;;27
0303451200;;;1011;105;B;2;;;;;;08
0303451800;;;2012;142;B;1;Y021;;;;;27
0303451800;;;2012;142;B;2;;;;;;07
0303459100;;090008;1008;123;B;1;N990;;;;;27
0303459100;;090008;1008;123;B;2;;;;;;08
0303459100;;;1011;105;B;1;N990;;;;;27
0303459100;;;1011;105;B;2;;;;;;08
0303459900;;;2012;142;B;1;Y021;;;;;27
0303459900;;;2012;142;B;2;;;;;;07
0303460000;;;1006;142;B;1;U088;;;;;27
0303460000;;;1006;142;B;2;;;;;;07
0303460000;;;IL;142;Y;1;Y864;;;;;27
0303460000;;;IL;142;Y;3;;;;;;07
0303461000;;090008;1008;123;B;1;N990;;;;;27
0303461000;;090008;1008;123;B;2;;;;;;08
0303461000;;;1011;105;B;1;N990;;;;;27
0303461000;;;1011;105;B;2;;;;;;08
0303469000;;;2012;142;B;1;Y021;;;;;27
0303469000;;;2012;142;B;2;;;;;;07
0303490000;;;1006;142;B;1;U088;;;;;27
0303490000;;;1006;142;B;2;;;;;;07
0303490000;;;IL;142;Y;1;Y864;;;;;27
0303490000;;;IL;142;Y;3;;;;;;07
0303492000;;090008;1008;123;B;1;N990;;;;;27
0303492000;;090008;1008;123;B;2;;;;;;08
0303492000;;;1011;105;B;1;N990;;;;;27
0303492000;;;1011;105;B;2;;;;;;08
0303498500;;;2012;142;B;1;Y021;;;;;27
0303498500;;;2012;142;B;2;;;;;;07
0303510000;;;1006;142;B;1;U088;;;;;27
0303510000;;;1006;142;B;2;;;;;;07
0303510000;;;IL;142;Y;1;Y864;;;;;27
0303510000;;;IL;142;Y;3;;;;;;07
0303510020;;090792;IS;146;B;1;N990;;;;;27
0303510020;;090792;IS;146;B;2;;;;;;08
0303530000;;;IL;142;Y;1;Y864;;;;;27
0303530000;;;IL;142;Y;3;;;;;;07
0303531000;;;1006;142;B;1;U088;;;;;27
0303531000;;;1006;142;B;2;;;;;;07
0303531000;;;2012;142;B;1;Y021;;;;;27
0303531000;;;2012;142;B;2;;;;;;07
0303533000;;;1006;142;B;1;U088;;;;;27
0303533000;;;1006;142;B;2;;;;;;07
0303533000;;;2012;142;B;1;Y021;;;;;27
0303533000;;;2012;142;B;2;;;;;;07
0303539000;;;1006;142;B;1;U088;;;;;27
0303539000;;;1006;142;B;2;;;;;;07
0303539000;;;2012;142;B;1;Y021;;;;;27
0303539000;;;2012;142;B;2;;;;;;07
0303540000;;097914;NZ;143;Q;1;U120;;;;;27
0303540000;;097914;NZ;143;Q;2;U121;;;;;27
0303540000;;097914;NZ;143;Q;9;;;;;;07
0303540000;;097914;NZ;143;Y;1;Y165;;;;;27
0303540000;;097914;NZ;143;Y;9;;;;;;07
0303540000;;;IL;142;Y;1;Y864;;;;;27
0303540000;;;IL;142;Y;3;;;;;;07
0303541000;;097195;PE;143;Q;1;U069;;;;;27
0303541000;;097195;PE;143;Q;2;;;;;;07
0303541000;;;1006;142;B;1;U088;;;;;27
0303541000;;;1006;142;B;2;;;;;;07
0303541095;;092505;1011;123;B;1;N990;;;;;27
0303541095;;092505;1011;123;B;2;;;;;;08
0303549000;;;1006;142;B;1;U088;;;;;27
0303549000;;;1006;142;B;2;;;;;;07
0303550000;;097914;NZ;143;Q;1;U120;;;;;27
0303550000;;097914;NZ;143;Q;2;U121;;;;;27
0303550000;;097914;NZ;143;Q;9;;;;;;07
0303550000;;097914;NZ;143;Y;1;Y165;;;;;27
0303550000;;097914;NZ;143;Y;9;;;;;;07
0303550000;;;1006;142;B;1;U088;;;;;27
0303550000;;;1006;142;B;2;;;;;;07
0303550000;;;2012;142;B;1;Y021;;;;;27
0303550000;;;2012;142;B;2;;;;;;07
0303550000;;;IL;142;Y;1;Y864;;;;;27
0303550000;;;IL;142;Y;3;;;;;;07
0303551000;;097197;PE;143;Q;1;U069;;;;;27
0303551000;;097197;PE;143;Q;2;;;;;;07
0303559010;;097197;PE;143;Q;1;U069;;;;;27
0303559010;;097197;PE;143;Q;2;;;;;;07
0303560000;;;1006;142;B;1;U088;;;;;27
0303560000;;;1006;142;B;2;;;;;;07
0303560000;;;2012;142;B;1;Y021;;;;;27
0303560000;;;2012;142;B;2;;;;;;07
0303560000;;;IL;142;Y;1;Y864;;;;;27
0303560000;;;IL;142;Y;3;;;;;;07
0303570000;;;1006;142;B;1;U088;;;;;27
0303570000;;;1006;142;B;2;;;;;;07
0303570000;;;2012;142;B;1;Y021;;;;;27
0303570000;;;2012;142;B;2;;;;;;07
0303570000;;;IL;142;Y;1;Y864;;;;;27
0303570000;;;IL;142;Y;3;;;;;;07
0303590000;;;1006;142;B;1;U088;;;;;27
0303590000;;;1006;142;B;2;;;;;;07
0303591000;;097196;PE;143;Q;1;U069;;;;;27
0303591000;;097196;PE;143;Q;2;;;;;;07
0303591000;;;2012;142;B;1;Y021;;;;;27
0303591000;;;2012;142;B;2;;;;;;07
0303591000;;;IL;142;Y;1;Y864;;;;;27
0303591000;;;IL;142;Y;3;;;;;;07
0303592100;;090008;1008;123;B;1;N990;;;;;27
0303592100;;090008;1008;123;B;2;;;;;;08
0303592100;;;1011;105;B;1;N990;;;;;27
0303592100;;;1011;105;B;2;;;;;;08
0303592100;;;IL;142;Y;1;Y864;;;;;27
0303592100;;;IL;142;Y;3;;;;;;07
0303592900;;;2012;142;B;1;Y021;;;;;27
0303592900;;;2012;142;B;2;;;;;;07
0303592900;;;IL;142;Y;1;Y864;;;;;27
0303592900;;;IL;142;Y;3;;;;;;07
0303599000;;;2012;142;B;1;Y021;;;;;27
0303599000;;;2012;142;B;2;;;;;;07
0303599000;;;IL;142;Y;1;Y864;;;;;27
0303599000;;;IL;142;Y;3;;;;;;07
0303630000;;;1006;142;B;1;U088;;;;;27
0303630000;;;1006;142;B;2;;;;;;07
0303630000;;;2012;142;B;1;Y021;;;;;27
0303630000;;;2012;142;B;2;;;;;;07
0303630000;;;IL;142;Y;1;Y864;;;;;27
0303630000;;;IL;142;Y;3;;;;;;07
0303631010;;092759;1011;123;B;1;N990;;;;;27
0303631010;;092759;1011;123;B;2;;;;;;08
0303633010;;092759;1011;123;B;1;N990;;;;;27
0303633010;;092759;1011;123;B;2;;;;;;08
0303639010;;092759;1011;123;B;1;N990;;;;;27
0303639010;;092759;1011;123;B;2;;;;;;08
0303640000;;;1006;142;B;1;U088;;;;;27
0303640000;;;1006;142;B;2;;;;;;07
0303640000;;;2012;142;B;1;Y021;;;;;27
0303640000;;;2012;142;B;2;;;;;;07
0303640000;;;IL;142;Y;1;Y864;;;;;27
0303640000;;;IL;142;Y;3;;;;;;07
0303640010;;092824;1011;123;B;1;N990;;;;;27
0303640010;;092824;1011;123;B;2;;;;;;08
0303650000;;;1006;142;B;1;U088;;;;;27
0303650000;;;1006;142;B;2;;;;;;07
0303650000;;;2012;142;B;1;Y021;;;;;27
0303650000;;;2012;142;B;2;;;;;;07
0303650000;;;IL;142;Y;1;Y864;;;;;27
0303650000;;;IL;142;Y;3;;;;;;07
0303660000;;097915;NZ;143;Q;1;U120;;;;;27
0303660000;;097915;NZ;143;Q;2;U121;;;;;27
0303660000;;097915;NZ;143;Q;9;;;;;;07
0303660000;;097915;NZ;143;Y;1;Y165;;;;;27
0303660000;;097915;NZ;143;Y;9;;;;;;07
0303660000;;;1006;142;B;1;U088;;;;;27
0303660000;;;1006;142;B;2;;;;;;07
0303660000;;;IL;142;Y;1;Y864;;;;;27
0303660000;;;IL;142;Y;3;;;;;;07
0303661100;;;2012;142;B;1;Y021;;;;;27
0303661100;;;2012;142;B;2;;;;;;07
0303661110;;092760;1011;123;B;1;N990;;;;;27
0303661110;;092760;1011;123;B;2;;;;;;08
0303661200;;;2012;142;B;1;Y021;;;;;27
0303661200;;;2012;142;B;2;;;;;;07
0303661210;;092760;1011;123;B;1;N990;;;;;27
0303661210;;092760;1011;123;B;2;;;;;;08
0303661300;;;2012;142;B;1;Y021;;;;;27
0303661300;;;2012;142;B;2;;;;;;07
0303661310;;092760;1011;123;B;1;N990;;;;;27
0303661310;;092760;1011;123;B;2;;;;;;08
0303661900;;;2012;142;B;1;Y021;;;;;27
0303661900;;;2012;142;B;2;;;;;;07
0303661911;;092760;1011;123;B;1;N990;;;;;27
0303661911;;092760;1011;123;B;2;;;;;;08
0303661991;;092760;1011;123;B;1;N990;;;;;27
0303661991;;092760;1011;123;B;2;;;;;;08
0303669000;;;2012;142;B;1;Y021;;;;;27
0303669000;;;2012;142;B;2;;;;;;07
0303670000;;;1006;142;B;1;U088;;;;;27
0303670000;;;1006;142;B;2;;;;;;07
0303670000;;;2012;142;B;1;Y021;;;;;27
0303670000;;;2012;142;B;2;;;;;;07
0303670000;;;IL;142;Y;1;Y864;;;;;27
0303670000;;;IL;142;Y;3;;;;;;07
0303670010;;092777;1011;123;B;1;N990;;;;;27
0303670010;;092777;1011;123;B;2;;;;;;08
0303680000;;097915;NZ;143;Q;1;U120;;;;;27
0303680000;;097915;NZ;143;Q;2;U121;;;;;27
0303680000;;097915;NZ;143;Q;9;;;;;;07
0303680000;;097915;NZ;143;Y;1;Y165;;;;;27
0303680000;;097915;NZ;143;Y;9;;;;;;07
0303680000;;;1006;142;B;1;U088;;;;;27
0303680000;;;1006;142;B;2;;;;;;07
0303680000;;;2012;142;B;1;Y021;;;;;27
0303680000;;;2012;142;B;2;;;;;;07
0303680000;;;IL;142;Y;1;Y864;;;;;27
0303680000;;;IL;142;Y;3;;;;;;07
0303690000;;;1006;142;B;1;U088;;;;;27
0303690000;;;1006;142;B;2;;;;;;07
0303690000;;;IL;142;Y;1;Y864;;;;;27
0303690000;;;IL;142;Y;3;;;;;;07
0303691000;;097915;NZ;143;Q;1;U120;;;;;27
0303691000;;097915;NZ;143;Q;2;U121;;;;;27
